ABL_NPS_LAB_RECORD_NO,YEAR,WATERBODY,STATION_NAME,STATION_ID,RETRIEVAL_DATE,SAMPLE_TYPE,LAB,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SUBGENUS,SPECIES,TAXON_ID_EXPERT,TAXON_ID_NOTES,TSN_LOOKUP,TSN_SOURCE,TSN,LARVA,PUPA,ADULT,TOTAL,TVAL,TFUNCT,EcoFTN,EcoFTN_RHEOPHILLY,EcoFTN_THERMAL,EcoFTN_HABIT,EcoFTN_TROPHIC,TAXONOMIC_REFERENCE,CONDITION,NOTES
2031,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Gastropoda,Basommatophora,Planorbidae,NA,Laevapex,NA,fuscus,Laevapex fuscus,NA,Laevapex fuscus,ITIS,76577,0,0,2,2,NA,scraper,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
2215,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Gastropoda,Basommatophora,NA,NA,NA,NA,NA,Basommatophora,NA,Basommatophora,ITIS,76437,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,Thorp and Rogers 2016,dam.,NA
2220,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Coleoptera,Elmidae,Elminae,Macronychus,NA,glabratus,Macronychus glabratus,NA,Macronychus glabratus,ITIS,114213,5,0,1,6,4,collector-gatherer,2241,2,2,4,1,Hilsenhoff and Schmude 1992,NA,NA
2032,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Coleoptera,Elmidae,Elminae,Macronychus,NA,glabratus,Macronychus glabratus,NA,Macronychus glabratus,ITIS,114213,3,0,2,5,4,collector-gatherer,2241,2,2,4,1,Hilsenhoff and Schmude 1992,NA,NA
2033,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Coleoptera,Elmidae,Elminae,Optioservus,NA,NA,Optioservus,NA,Optioservus,ITIS,114177,1,0,0,1,4,scraper,2241,2,2,4,1,"Merritt, Cummins, and Berg 2019",imm.,NA
2228,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cardiocladius,NA,obscurus,Cardiocladius obscurus,NA,Cardiocladius obscurus,ITIS,128515,2,0,0,2,5,predator,2111,2,1,1,1,Epler 2001,NA,NA
2045,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cardiocladius,NA,obscurus,Cardiocladius obscurus,NA,Cardiocladius obscurus,ITIS,128515,1,0,0,1,5,predator,2111,2,1,1,1,Epler 2001,NA,NA
2229,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,NA,NA,Corynoneura,NA,Corynoneura,ITIS,128563,2,1,0,3,7,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",NA,NA
2046,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,NA,NA,Corynoneura,NA,Corynoneura,ITIS,128563,6,0,0,6,7,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2230,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,C. (Cricotopus),NA,Cricotopus (Cricotopus) cylindraceus group,cylindraceus group,Cricotopus,ITIS,128575,9,0,0,9,7,shredder,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2231,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,C. (Cricotopus),NA,Cricotopus (Cricotopus) tremulus group,tremulus group,Cricotopus,ITIS,128575,4,0,0,4,7,shredder,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2232,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,C. (Cricotopus),NA,Cricotopus (Cricotopus),NA,Cricotopus,ITIS,128575,2,2,0,4,7,shredder,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013 (larva); Wiederholm 1986 (pupa)",NA,NA
2233,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,NA,NA,Cricotopus,NA,Cricotopus,ITIS,128575,2,0,0,2,7,shredder,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",mt. indet.; dam.,NA
2047,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,C. (Cricotopus),NA,Cricotopus (Cricotopus) cylindraceus group,cylindraceus group,Cricotopus,ITIS,128575,9,0,0,9,7,shredder,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2048,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,C. (Cricotopus),NA,Cricotopus (Cricotopus) tremulus group,tremulus group,Cricotopus,ITIS,128575,1,0,0,1,7,shredder,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2049,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Cricotopus,C. (Cricotopus),NA,Cricotopus (Cricotopus),NA,Cricotopus,ITIS,128575,2,2,0,4,7,shredder,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",dam. (pupa),NA
2035,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Dicrotendipes,NA,NA,Dicrotendipes,NA,Dicrotendipes,ITIS,129428,1,0,0,1,8,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2234,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Eukiefferiella,NA,NA,Eukiefferiella coerulescens group,coerulescens group,Eukiefferiella,ITIS,128689,0,1,0,1,5,collector-gatherer,2111,2,1,1,1,Wiederholm 1986,NA,NA
2223,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Microtendipes,NA,NA,Microtendipes rydalensis group,rydalensis group,Microtendipes,ITIS,129535,5,0,0,5,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2036,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Microtendipes,NA,NA,Microtendipes rydalensis group,rydalensis group,Microtendipes,ITIS,129535,4,0,0,4,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2235,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,NA,NA,Nanocladius,NA,Nanocladius,ITIS,128844,0,1,0,1,3,collector-gatherer,2111,2,1,1,1,"Merritt, Cummins, and Berg 2019",NA,NA
2050,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,NA,NA,Nanocladius,NA,Nanocladius,ITIS,128844,1,0,0,1,3,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
2236,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Orthocladius,O. (Symposiocladius),annectens,Orthocladius (Symposiocladius) annectens,NA,Orthocladius annectens,ITIS,128878,1,0,0,1,6,collector-gatherer,2111,2,1,1,1,Bolton 2012,NA,NA
2051,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Orthocladius,O. (Orthocladius),NA,Orthocladius (Orthocladius),NA,Orthocladius,ITIS,128874,3,0,0,3,6,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2237,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Parametriocnemus,NA,NA,Parametriocnemus,NA,Parametriocnemus,ITIS,128978,1,0,0,1,5,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
2225,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Uresipedilum),flavum,Polypedilum (Uresipedilum) flavum,NA,Polypedilum flavum,GBIF Backbone Taxonomy,10279028,16,0,0,16,5,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
2038,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Uresipedilum),flavum,Polypedilum (Uresipedilum) flavum,NA,Polypedilum flavum,GBIF Backbone Taxonomy,10279028,17,0,0,17,5,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
2224,2021,Namekagon River,"Duplicate (Namekagon River at North Road Just West of Earl, WI)",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Polypedilum),NA,Polypedilum (Polypedilum) laetum group,laetum group,Polypedilum,ITIS,129657,1,0,0,1,6,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
2037,2021,Namekagon River,"Namekagon River at North Road Just West of Earl, WI",SACN_NAKA_41.3,8/9/2021,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Polypedilum),NA,Polypedilum (Polypedilum) laetum group,laetum group,Polypedilum,ITIS,129657,1,0,0,1,6,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
