ABL_NPS_LAB_RECORD_NO,YEAR,WATERBODY,STATION_NAME,STATION_ID,RETRIEVAL_DATE,SAMPLE_TYPE,LAB,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SUBGENUS,SPECIES,TAXON_ID_EXPERT,TAXON_ID_NOTES,TSN_LOOKUP,TSN_SOURCE,TSN,LARVA,PUPA,ADULT,TOTAL,TVAL,TFUNCT,EcoFTN,EcoFTN_RHEOPHILLY,EcoFTN_THERMAL,EcoFTN_HABIT,EcoFTN_TROPHIC,TAXONOMIC_REFERENCE,CONDITION,NOTES
1951,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,NA,NA,NA,Thienemannimyia group,Thienemannimyia group,Tanypodinae,ITIS,127994,1,0,0,1,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",imm.,NA
1935,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,NA,NA,NA,Chironomini,NA,Chironomini,ITIS,129229,0,1,0,1,7,collector-gatherer,1211,1,2,1,1,"Merritt, Cummins, and Berg 2019",dam.,NA
1955,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Empididae,Hemerodromiinae,Hemerodromia,NA,NA,Hemerodromia,NA,Hemerodromia,ITIS,136327,0,6,0,6,6,predator,2234,2,2,3,4,"Merritt, Cummins, and Berg 2019",NA,NA
1956,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Caenidae,Caeninae,Caenis,NA,hilaris,Caenis hilaris,NA,Caenis hilaris,ITIS,101486,1,0,0,1,7,collector-gatherer,1331,1,3,3,1,Klubertanz 2016,NA,NA
1957,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Caenidae,Caeninae,Caenis,NA,NA,Caenis,NA,Caenis,ITIS,101478,5,0,0,5,7,collector-gatherer,1331,1,3,3,1,"Merritt, Cummins, and Berg 2019",imm.,NA
1958,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,Maccaffertium,NA,NA,Maccaffertium,NA,Maccaffertium,ITIS,697957,1,0,0,1,4,scraper,2243,2,2,4,3,Klubertanz 2016,imm.,NA
1959,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Heptageniidae,NA,Stenacron,NA,NA,Stenacron,NA,Stenacron,ITIS,100713,10,0,0,10,7,collector-gatherer,2241,2,2,4,1,"Merritt, Cummins, and Berg 2019",imm.,NA
1960,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Leptohyphidae,NA,Tricorythodes,NA,NA,Tricorythodes,NA,Tricorythodes,ITIS,101405,4,0,0,4,4,collector-gatherer,1231,1,2,3,1,"Merritt, Cummins, and Berg 2019",NA,NA
1961,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,NA,NA,Leptophlebiidae,NA,Leptophlebiidae,ITIS,101095,2,0,0,2,2,collector-gatherer,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",imm.,NA
1962,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Odonata,Coenagrionidae,NA,Argia,NA,NA,Argia,NA,Argia,ITIS,102139,1,0,0,1,9,predator,2244,2,2,4,4,"Merritt, Cummins, and Berg 2019",imm.,NA
1963,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Plecoptera,Perlidae,Acroneuriinae,Acroneuria,NA,NA,Acroneuria,NA,Acroneuria,ITIS,102917,1,0,0,1,0,predator,3244,3,2,4,4,"Merritt, Cummins, and Berg 2019",imm.,NA
1964,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Hydropsychidae,Hydropsychinae,Hydropsyche,NA,NA,Hydropsyche,NA,Hydropsyche,ITIS,115453,1,0,0,1,4,collector-filterer,3242,3,2,4,2,Hilsenhoff 1995,dam.,NA
1965,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Leptoceridae,Leptocerinae,Nectopsyche,NA,candida,Nectopsyche candida,NA,Nectopsyche candida,ITIS,116661,3,0,0,3,3,shredder,2223,2,2,2,3,Glover and Floyd 2004,NA,NA
1967,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Cernotina,NA,spicata,Cernotina spicata,NA,Cernotina spicata,ITIS,115375,4,0,0,4,6,predator,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",NA,NA
1968,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,Cyrnellus,NA,fraternus,Cyrnellus fraternus,NA,Cyrnellus fraternus,ITIS,117092,6,0,0,6,8,collector-filterer,3242,3,2,4,2,"Merritt, Cummins, and Berg 2019",NA,NA
1966,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Trichoptera,Polycentropodidae,NA,NA,NA,NA,Polycentropodidae,NA,Polycentropodidae,ITIS,117043,1,0,0,1,6,collector-filterer,NA,NA,NA,NA,NA,"Merritt, Cummins, and Berg 2019",imm.,NA
1969,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Maxillopoda,Cyclopoida,Cyclopidae,NA,NA,NA,NA,Cyclopidae,NA,Cyclopidae,ITIS,88634,0,0,1,1,NA,predator,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
1970,2020,St. Croix River,"St. Croix River at Boom Site Landing, Main River Channel",SACN_STCR_26.0_A,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Trepaxonemata,Neoophora,Dugesiidae,NA,NA,NA,NA,Dugesiidae,NA,Dugesiidae,ITIS,54552,0,0,13,13,NA,predator,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
1845,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Branchiopoda,Diplostraca,Daphniidae,NA,NA,NA,NA,Daphniidae,NA,Daphniidae,ITIS,83872,0,0,4,4,NA,herbivore,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
1847,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Dero,NA,NA,Dero,NA,Dero,ITIS,68898,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),post. frag.,NA
1848,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Haemonais,NA,waldvogeli,Haemonais waldvogeli,NA,Haemonais waldvogeli,ITIS,69004,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),NA,NA
1849,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,bretscheri,Nais bretscheri,NA,Nais bretscheri,ITIS,68961,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),NA,NA
1850,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,communis,Nais communis,NA,Nais communis,ITIS,68950,0,0,4,4,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),NA,NA
1851,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Nais,NA,NA,Nais,NA,Nais,ITIS,68946,0,0,2,2,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),mt. indet.,N. bretscheri/pardalis
1852,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Ophidonais,NA,serpentina,Ophidonais serpentina,NA,Ophidonais serpentina,ITIS,68996,0,0,1,1,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),NA,NA
1853,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,Ripistes,NA,parasita,Ripistes parasita,NA,Ripistes parasita,ITIS,68964,0,0,5,5,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),NA,NA
1846,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Naidinae,NA,NA,NA,Naidinae,NA,Naidinae,ITIS,974284,0,0,2,2,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),mt. indet.,NA
1854,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Clitellata,Tubificida,Naididae,Tubificinae,NA,NA,NA,Tubificinae without capilliform chaetae,Tubificinae without capilliform chaetae,Tubificinae,ITIS,974289,0,0,2,2,NA,collector-gatherer,NA,NA,NA,NA,NA,Kathman and Brinkhurst 1998 (rev. 1999),imm.,NA
1855,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Dorylaimea,Mermithida,Mermithidae,NA,NA,NA,NA,Mermithidae,NA,Mermithidae,ITIS,63274,0,0,2,2,NA,parasite,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
1856,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Enopla,Hoplonemertea,Tetrastemmatidae,NA,Prostoma,NA,NA,Prostoma,NA,Prostoma,ITIS,57577,0,0,3,3,NA,predator,NA,NA,NA,NA,NA,Thorp and Rogers 2016,NA,NA
1857,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Coleoptera,Elmidae,Elminae,Ancyronyx,NA,variegatus,Ancyronyx variegatus,NA,Ancyronyx variegatus,ITIS,114194,2,0,1,3,6,collector-gatherer,2241,2,2,4,1,Hilsenhoff and Schmude 1992,NA,NA
1858,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Coleoptera,Elmidae,Elminae,Macronychus,NA,glabratus,Macronychus glabratus,NA,Macronychus glabratus,ITIS,114213,2,0,1,3,4,collector-gatherer,2241,2,2,4,1,Hilsenhoff and Schmude 1992,NA,NA
1859,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,NA,NA,NA,Bezzia/Palpomyia,Bezzia/Palpomyia,Ceratopogoninae,ITIS,127338,1,0,0,1,6,predator,2234,2,2,3,4,Hilsenhoff 1995,NA,Bezzia/Palpomyia
1893,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,A. (Ablabesmyia),mallochi,Ablabesmyia (Ablabesmyia) mallochi,NA,Ablabesmyia mallochi,ITIS,128097,1,0,0,1,8,predator,2234,2,2,3,4,Bolton 2012,NA,NA
1894,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,A. (Ablabesmyia),NA,Ablabesmyia (Ablabesmyia) rhamphe group,rhamphe group,Ablabesmyia,ITIS,128079,2,0,0,2,8,predator,2234,2,2,3,4,Bolton 2012,NA,NA
1895,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,Ablabesmyia,A. (Ablabesmyia),NA,Ablabesmyia (Ablabesmyia),NA,Ablabesmyia,ITIS,128079,48,0,0,48,8,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",imm.,NA
1863,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Cladotanytarsus,NA,NA,Cladotanytarsus,NA,Cladotanytarsus,ITIS,129873,6,0,0,6,7,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1884,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Corynoneura,NA,NA,Corynoneura,NA,Corynoneura,ITIS,128563,3,1,0,4,7,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",NA,NA
1864,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Dicrotendipes,NA,NA,Dicrotendipes,NA,Dicrotendipes,ITIS,129428,15,0,0,15,8,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1865,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Endochironomus,NA,nigricans,Endochironomus nigricans,NA,Endochironomus nigricans,ITIS,129471,4,0,0,4,10,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
1866,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Glyptotendipes,NA,NA,Glyptotendipes,NA,Glyptotendipes,ITIS,129483,39,0,0,39,10,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1867,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Harnischia,NA,NA,Harnischia,NA,Harnischia,ITIS,129255,1,0,0,1,8,collector-gatherer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1868,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Kribiodorum,NA,perpulchrum,Kribiodorum perpulchrum,NA,Kribiodorum,GBIF Backbone Taxonomy,1446840,2,0,0,2,NA,NA,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1869,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Microtendipes,NA,NA,Microtendipes pedellus group,pedellus group,Microtendipes,ITIS,129535,15,0,0,15,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1870,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Microtendipes,NA,NA,Microtendipes rydalensis group,rydalensis group,Microtendipes,ITIS,129535,1,0,0,1,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1885,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,N. (Nanocladius),minimus,Nanocladius (Nanocladius) minimus,NA,Nanocladius minimus,ITIS,128859,4,0,0,4,3,collector-gatherer,2111,2,1,1,1,Bolton 2012,NA,NA
1886,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,N. (Nanocladius),NA,Nanocladius (Nanocladius) crassicornus/cf. rectinervis,crassicornus/cf. rectinervis,Nanocladius,ITIS,128844,1,0,0,1,3,collector-gatherer,2111,2,1,1,1,Bolton 2012,imm.,NA
1887,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Nanocladius,N. (Nanocladius),NA,Nanocladius (Nanocladius),NA,Nanocladius,ITIS,128844,2,0,0,2,3,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
1871,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Parachironomus,NA,NA,Parachironomus arcuatus group,arcuatus group,Parachironomus,ITIS,129564,6,0,0,6,10,predator,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1872,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Parachironomus,NA,NA,Parachironomus,NA,Parachironomus,ITIS,129564,1,0,0,1,10,predator,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",mt. indet.,NA
1888,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Parakiefferiella,NA,NA,Parakiefferiella,NA,Parakiefferiella,ITIS,128968,1,0,0,1,NA,collector-gatherer,2111,2,1,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1873,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Phaenopsectra,NA,NA,Phaenopsectra obediens group,obediens group,Phaenopsectra,ITIS,129637,5,0,0,5,7,scraper,1211,1,2,1,1,Epler 2001,imm.,NA
1878,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Uresipedilum),flavum,Polypedilum (Uresipedilum) flavum,NA,Polypedilum flavum,GBIF Backbone Taxonomy,10279028,4,0,0,4,5,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
1874,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Polypedilum),NA,Polypedilum (Polypedilum) fallax group,fallax group,Polypedilum,ITIS,129657,1,0,0,1,4,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
1875,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Polypedilum),NA,Polypedilum (Polypedilum) illinoense group,illinoense group,Polypedilum,ITIS,129657,8,0,0,8,6,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
1876,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Tripodura),NA,Polypedilum (Tripodura) halterale group,halterale group,Polypedilum,ITIS,129657,7,0,0,7,3,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
1877,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,P. (Tripodura),NA,Polypedilum (Tripodura) scalaenum group,scalaenum group,Polypedilum,ITIS,129657,5,0,0,5,7,shredder,1211,1,2,1,1,Bolton 2012,NA,NA
1879,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Polypedilum,NA,NA,Polypedilum,NA,Polypedilum,ITIS,129657,2,0,0,2,6,shredder,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",imm.,NA
1880,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Rheotanytarsus,NA,NA,Rheotanytarsus,NA,Rheotanytarsus,ITIS,129952,8,0,0,8,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1881,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Stenochironomus,NA,NA,Stenochironomus,NA,Stenochironomus,ITIS,129746,2,0,0,2,5,shredder,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013",NA,NA
1882,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsus,NA,NA,Tanytarsus,NA,Tanytarsus,ITIS,129978,28,4,0,32,6,collector-filterer,1211,1,2,1,1,"Andersen, Cranston, and Epler 2013 (larva); Merritt, Cummins, and Berg 2019 (pupa)",NA,NA
1889,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Thienemanniella,NA,xena,Thienemanniella xena,NA,Thienemanniella xena,ITIS,129190,3,0,0,3,6,collector-gatherer,2111,2,1,1,1,Bolton 2012,NA,NA
1890,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Orthocladiinae,Tvetenia,NA,NA,Tvetenia discoloripes group,discoloripes group,Tvetenia,ITIS,129197,1,0,0,1,5,collector-gatherer,2111,2,1,1,1,Bode 1983,NA,NA
1891,2020,St. Croix River,St. Croix River near Osceola Landing,SACN_STCR_43.7,9/2/2020,Hester-Dendy,University of Wisconsin-Steven's Point Aquatic Biomonitoring Lab,Insecta,Diptera,Chironomidae,Tanypodinae,NA,NA,NA,Thienemannimyia group,Thienemannimyia group,Tanypodinae,ITIS,127994,3,0,0,3,6,predator,2234,2,2,3,4,"Andersen, Cranston, and Epler 2013",imm.,NA
